Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
155.0,0.0354,1.8,1450.0,15,3D,Steel,Double,PLA
155.0,0.0355,1.8,1450.0,15,3D,Steel,Double,PLA
155.0,0.0356,1.81,1450.0,15,3D,Steel,Double,PLA
156.0,0.0357,1.81,1460.0,15,3D,Steel,Double,PLA
156.0,0.0358,1.82,1460.0,15,3D,Steel,Double,PLA
156.0,0.0359,1.82,1460.0,15,3D,Steel,Double,PLA
157.0,0.036,1.83,1470.0,15,3D,Steel,Double,PLA
157.0,0.0361,1.83,1470.0,15,3D,Steel,Double,PLA
157.0,0.0362,1.84,1470.0,15,3D,Steel,Double,PLA
158.0,0.0363,1.85,1480.0,15,3D,Steel,Double,PLA
158.0,0.0364,1.85,1480.0,15,3D,Steel,Double,PLA
158.0,0.0365,1.86,1480.0,15,3D,Steel,Double,PLA
159.0,0.0366,1.86,1490.0,15,3D,Steel,Double,PLA
159.0,0.0367,1.87,1490.0,15,3D,Steel,Double,PLA
159.0,0.0369,1.87,1490.0,15,3D,Steel,Double,PLA
160.0,0.037,1.88,1490.0,15,3D,Steel,Double,PLA
160.0,0.0371,1.88,1500.0,15,3D,Steel,Double,PLA
160.0,0.0372,1.89,1500.0,15,3D,Steel,Double,PLA
161.0,0.0373,1.89,1500.0,15,3D,Steel,Double,PLA
161.0,0.0374,1.9,1510.0,15,3D,Steel,Double,PLA
161.0,0.0375,1.9,1510.0,15,3D,Steel,Double,PLA
162.0,0.0376,1.91,1510.0,15,3D,Steel,Double,PLA
162.0,0.0377,1.92,1520.0,15,3D,Steel,Double,PLA
162.0,0.0378,1.92,1520.0,15,3D,Steel,Double,PLA
163.0,0.0379,1.93,1520.0,15,3D,Steel,Double,PLA
163.0,0.038,1.93,1520.0,15,3D,Steel,Double,PLA
163.0,0.0381,1.94,1530.0,15,3D,Steel,Double,PLA
163.0,0.0382,1.94,1530.0,15,3D,Steel,Double,PLA
164.0,0.0383,1.95,1530.0,15,3D,Steel,Double,PLA
164.0,0.0384,1.95,1540.0,15,3D,Steel,Double,PLA
165.0,0.0386,1.96,1540.0,15,3D,Steel,Double,PLA
165.0,0.0387,1.96,1540.0,15,3D,Steel,Double,PLA
165.0,0.0388,1.97,1550.0,15,3D,Steel,Double,PLA
165.0,0.0389,1.97,1550.0,15,3D,Steel,Double,PLA
166.0,0.039,1.98,1550.0,15,3D,Steel,Double,PLA
166.0,0.0391,1.99,1560.0,15,3D,Steel,Double,PLA
166.0,0.0392,1.99,1560.0,15,3D,Steel,Double,PLA
167.0,0.0393,2.0,1560.0,15,3D,Steel,Double,PLA
167.0,0.0394,2.0,1560.0,15,3D,Steel,Double,PLA
167.0,0.0395,2.01,1570.0,15,3D,Steel,Double,PLA
168.0,0.0396,2.01,1570.0,15,3D,Steel,Double,PLA
168.0,0.0397,2.02,1570.0,15,3D,Steel,Double,PLA
168.0,0.0398,2.02,1580.0,15,3D,Steel,Double,PLA
169.0,0.0399,2.03,1580.0,15,3D,Steel,Double,PLA
169.0,0.04,2.03,1580.0,15,3D,Steel,Double,PLA
169.0,0.0401,2.04,1580.0,15,3D,Steel,Double,PLA
170.0,0.0402,2.04,1590.0,15,3D,Steel,Double,PLA
170.0,0.0403,2.05,1590.0,15,3D,Steel,Double,PLA
170.0,0.0404,2.05,1590.0,15,3D,Steel,Double,PLA
170.0,0.0406,2.06,1600.0,15,3D,Steel,Double,PLA
