Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
455,0.448,6.36,0.897,30,Hex,Without Mesh,Zero,PLA
457,0.45,6.39,0.9,30,Hex,Without Mesh,Zero,PLA
458,0.452,6.4,0.903,30,Hex,Without Mesh,Zero,PLA
459,0.453,6.42,0.906,30,Hex,Without Mesh,Zero,PLA
461,0.455,6.44,0.909,30,Hex,Without Mesh,Zero,PLA
462,0.456,6.46,0.913,30,Hex,Without Mesh,Zero,PLA
463,0.458,6.48,0.916,30,Hex,Without Mesh,Zero,PLA
465,0.459,6.5,0.919,30,Hex,Without Mesh,Zero,PLA
466,0.461,6.52,0.922,30,Hex,Without Mesh,Zero,PLA
467,0.463,6.54,0.925,30,Hex,Without Mesh,Zero,PLA
469,0.464,6.56,0.928,30,Hex,Without Mesh,Zero,PLA
470,0.466,6.58,0.931,30,Hex,Without Mesh,Zero,PLA
472,0.467,6.6,0.935,30,Hex,Without Mesh,Zero,PLA
473,0.469,6.62,0.938,30,Hex,Without Mesh,Zero,PLA
474,0.47,6.63,0.941,30,Hex,Without Mesh,Zero,PLA
476,0.472,6.66,0.944,30,Hex,Without Mesh,Zero,PLA
477,0.474,6.68,0.947,30,Hex,Without Mesh,Zero,PLA
479,0.475,6.69,0.95,30,Hex,Without Mesh,Zero,PLA
480,0.477,6.71,0.953,30,Hex,Without Mesh,Zero,PLA
481,0.478,6.73,0.956,30,Hex,Without Mesh,Zero,PLA
483,0.48,6.75,0.96,30,Hex,Without Mesh,Zero,PLA
485,0.482,6.78,0.963,30,Hex,Without Mesh,Zero,PLA
486,0.483,6.79,0.966,30,Hex,Without Mesh,Zero,PLA
487,0.485,6.81,0.969,30,Hex,Without Mesh,Zero,PLA
489,0.486,6.83,0.972,30,Hex,Without Mesh,Zero,PLA
490,0.488,6.85,0.975,30,Hex,Without Mesh,Zero,PLA
491,0.489,6.86,0.978,30,Hex,Without Mesh,Zero,PLA
492,0.491,6.88,0.982,30,Hex,Without Mesh,Zero,PLA
494,0.493,6.91,0.985,30,Hex,Without Mesh,Zero,PLA
495,0.494,6.93,0.988,30,Hex,Without Mesh,Zero,PLA
497,0.496,6.95,0.991,30,Hex,Without Mesh,Zero,PLA
498,0.497,6.97,0.995,30,Hex,Without Mesh,Zero,PLA
499,0.499,6.99,0.998,30,Hex,Without Mesh,Zero,PLA
500,0.5,7,1,30,Hex,Without Mesh,Zero,PLA
502,0.502,7.02,1,30,Hex,Without Mesh,Zero,PLA
503,0.504,7.04,1.01,30,Hex,Without Mesh,Zero,PLA
505,0.505,7.06,1.01,30,Hex,Without Mesh,Zero,PLA
506,0.507,7.08,1.01,30,Hex,Without Mesh,Zero,PLA
508,0.508,7.1,1.02,30,Hex,Without Mesh,Zero,PLA
509,0.51,7.12,1.02,30,Hex,Without Mesh,Zero,PLA
510,0.512,7.14,1.02,30,Hex,Without Mesh,Zero,PLA
512,0.513,7.16,1.03,30,Hex,Without Mesh,Zero,PLA
513,0.515,7.18,1.03,30,Hex,Without Mesh,Zero,PLA
