Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
334,0.49,4.85,0.98,30,3D,Without Mesh,Zero,PLA
335,0.492,4.87,0.984,30,3D,Without Mesh,Zero,PLA
337,0.494,4.89,0.988,30,3D,Without Mesh,Zero,PLA
338,0.496,4.9,0.992,30,3D,Without Mesh,Zero,PLA
339,0.498,4.92,0.996,30,3D,Without Mesh,Zero,PLA
340,0.5,4.94,1,30,3D,Without Mesh,Zero,PLA
342,0.502,4.96,1,30,3D,Without Mesh,Zero,PLA
343,0.504,4.98,1.01,30,3D,Without Mesh,Zero,PLA
344,0.506,5,1.01,30,3D,Without Mesh,Zero,PLA
345,0.508,5.01,1.02,30,3D,Without Mesh,Zero,PLA
347,0.51,5.04,1.02,30,3D,Without Mesh,Zero,PLA
348,0.512,5.06,1.02,30,3D,Without Mesh,Zero,PLA
349,0.514,5.07,1.03,30,3D,Without Mesh,Zero,PLA
350,0.516,5.09,1.03,30,3D,Without Mesh,Zero,PLA
352,0.518,5.11,1.04,30,3D,Without Mesh,Zero,PLA
353,0.52,5.12,1.04,30,3D,Without Mesh,Zero,PLA
354,0.522,5.14,1.04,30,3D,Without Mesh,Zero,PLA
355,0.524,5.16,1.05,30,3D,Without Mesh,Zero,PLA
357,0.525,5.18,1.05,30,3D,Without Mesh,Zero,PLA
358,0.527,5.2,1.05,30,3D,Without Mesh,Zero,PLA
359,0.529,5.22,1.06,30,3D,Without Mesh,Zero,PLA
361,0.531,5.23,1.06,30,3D,Without Mesh,Zero,PLA
362,0.533,5.25,1.07,30,3D,Without Mesh,Zero,PLA
363,0.535,5.27,1.07,30,3D,Without Mesh,Zero,PLA
364,0.537,5.29,1.07,30,3D,Without Mesh,Zero,PLA
366,0.539,5.31,1.08,30,3D,Without Mesh,Zero,PLA
367,0.541,5.33,1.08,30,3D,Without Mesh,Zero,PLA
368,0.543,5.34,1.09,30,3D,Without Mesh,Zero,PLA
369,0.545,5.36,1.09,30,3D,Without Mesh,Zero,PLA
370,0.547,5.38,1.09,30,3D,Without Mesh,Zero,PLA
372,0.549,5.4,1.1,30,3D,Without Mesh,Zero,PLA
373,0.551,5.41,1.1,30,3D,Without Mesh,Zero,PLA
374,0.553,5.43,1.11,30,3D,Without Mesh,Zero,PLA
375,0.555,5.45,1.11,30,3D,Without Mesh,Zero,PLA
377,0.557,5.47,1.11,30,3D,Without Mesh,Zero,PLA
378,0.559,5.48,1.12,30,3D,Without Mesh,Zero,PLA
379,0.561,5.5,1.12,30,3D,Without Mesh,Zero,PLA
380,0.563,5.52,1.13,30,3D,Without Mesh,Zero,PLA
381,0.565,5.53,1.13,30,3D,Without Mesh,Zero,PLA
383,0.566,5.55,1.13,30,3D,Without Mesh,Zero,PLA
384,0.568,5.57,1.14,30,3D,Without Mesh,Zero,PLA
385,0.57,5.59,1.14,30,3D,Without Mesh,Zero,PLA
386,0.572,5.61,1.14,30,3D,Without Mesh,Zero,PLA
387,0.574,5.62,1.15,30,3D,Without Mesh,Zero,PLA
389,0.576,5.64,1.15,30,3D,Without Mesh,Zero,PLA
390,0.578,5.65,1.16,30,3D,Without Mesh,Zero,PLA
391,0.58,5.68,1.16,30,3D,Without Mesh,Zero,PLA
392,0.582,5.69,1.16,30,3D,Without Mesh,Zero,PLA
394,0.584,5.71,1.17,30,3D,Without Mesh,Zero,PLA
395,0.586,5.73,1.17,30,3D,Without Mesh,Zero,PLA
396,0.588,5.75,1.18,30,3D,Without Mesh,Zero,PLA
397,0.59,5.76,1.18,30,3D,Without Mesh,Zero,PLA
398,0.592,5.78,1.18,30,3D,Without Mesh,Zero,PLA
399,0.594,5.8,1.19,30,3D,Without Mesh,Zero,PLA
401,0.596,5.81,1.19,30,3D,Without Mesh,Zero,PLA
402,0.598,5.84,1.2,30,3D,Without Mesh,Zero,PLA
403,0.6,5.85,1.2,30,3D,Without Mesh,Zero,PLA
405,0.602,5.87,1.2,30,3D,Without Mesh,Zero,PLA
406,0.604,5.89,1.21,30,3D,Without Mesh,Zero,PLA
406,0.606,5.9,1.21,30,3D,Without Mesh,Zero,PLA
408,0.608,5.92,1.22,30,3D,Without Mesh,Zero,PLA
409,0.61,5.94,1.22,30,3D,Without Mesh,Zero,PLA
410,0.612,5.95,1.22,30,3D,Without Mesh,Zero,PLA
412,0.613,5.98,1.23,30,3D,Without Mesh,Zero,PLA
412,0.615,5.99,1.23,30,3D,Without Mesh,Zero,PLA
414,0.617,6.01,1.23,30,3D,Without Mesh,Zero,PLA
415,0.619,6.02,1.24,30,3D,Without Mesh,Zero,PLA
416,0.621,6.04,1.24,30,3D,Without Mesh,Zero,PLA
417,0.623,6.06,1.25,30,3D,Without Mesh,Zero,PLA
419,0.625,6.08,1.25,30,3D,Without Mesh,Zero,PLA
420,0.627,6.1,1.25,30,3D,Without Mesh,Zero,PLA
421,0.629,6.11,1.26,30,3D,Without Mesh,Zero,PLA
422,0.631,6.13,1.26,30,3D,Without Mesh,Zero,PLA
424,0.633,6.15,1.27,30,3D,Without Mesh,Zero,PLA
424,0.635,6.16,1.27,30,3D,Without Mesh,Zero,PLA
426,0.637,6.18,1.27,30,3D,Without Mesh,Zero,PLA
427,0.639,6.2,1.28,30,3D,Without Mesh,Zero,PLA
428,0.641,6.22,1.28,30,3D,Without Mesh,Zero,PLA
430,0.643,6.24,1.29,30,3D,Without Mesh,Zero,PLA
430,0.645,6.25,1.29,30,3D,Without Mesh,Zero,PLA
432,0.647,6.27,1.29,30,3D,Without Mesh,Zero,PLA
433,0.649,6.28,1.3,30,3D,Without Mesh,Zero,PLA
435,0.651,6.31,1.3,30,3D,Without Mesh,Zero,PLA
436,0.653,6.32,1.31,30,3D,Without Mesh,Zero,PLA
437,0.655,6.35,1.31,30,3D,Without Mesh,Zero,PLA
439,0.656,6.37,1.31,30,3D,Without Mesh,Zero,PLA
438,0.658,6.36,1.32,30,3D,Without Mesh,Zero,PLA
440,0.66,6.39,1.32,30,3D,Without Mesh,Zero,PLA
441,0.662,6.4,1.32,30,3D,Without Mesh,Zero,PLA
443,0.664,6.42,1.33,30,3D,Without Mesh,Zero,PLA
444,0.666,6.44,1.33,30,3D,Without Mesh,Zero,PLA
445,0.668,6.46,1.34,30,3D,Without Mesh,Zero,PLA
447,0.67,6.48,1.34,30,3D,Without Mesh,Zero,PLA
447,0.672,6.49,1.34,30,3D,Without Mesh,Zero,PLA
449,0.674,6.51,1.35,30,3D,Without Mesh,Zero,PLA
449,0.676,6.52,1.35,30,3D,Without Mesh,Zero,PLA
451,0.678,6.54,1.36,30,3D,Without Mesh,Zero,PLA
452,0.68,6.56,1.36,30,3D,Without Mesh,Zero,PLA
453,0.682,6.58,1.36,30,3D,Without Mesh,Zero,PLA
455,0.684,6.6,1.37,30,3D,Without Mesh,Zero,PLA
455,0.686,6.61,1.37,30,3D,Without Mesh,Zero,PLA
457,0.688,6.63,1.38,30,3D,Without Mesh,Zero,PLA
458,0.69,6.64,1.38,30,3D,Without Mesh,Zero,PLA
459,0.692,6.66,1.38,30,3D,Without Mesh,Zero,PLA
460,0.694,6.68,1.39,30,3D,Without Mesh,Zero,PLA
461,0.696,6.7,1.39,30,3D,Without Mesh,Zero,PLA
